period,dim1,dim2,gl_account,line_type,forecast_amount,actual_amount,variance_abs,variance_pct,plan_type
2026-09-01,CC200,2000,600100,Opex,61079.43,61376.76,297.33000000000175,0.004867923620112397,Forecast
2026-09-01,CC200,2000,600200,Opex,22968.07,23311.16,343.09000000000015,0.014937693937714408,Forecast
2026-09-01,CC200,2000,620000,Opex,5343.93,6074.12,730.1899999999996,0.13663914010849684,Forecast
2026-09-01,CC200,2000,630000,Opex,28214.13,24171.66,-4042.470000000001,-0.14327820847213793,Forecast
2026-09-01,CC200,2000,640000,Opex,11108.31,13664.56,2556.25,0.23012051338142347,Forecast
2026-09-01,CC200,2000,660000,Opex,11106.8,12243.08,1136.2800000000007,0.10230489429898808,Forecast
2026-09-01,CC200,3000,600000,Opex,149851.36,149185.83,-665.5299999999988,-0.0044412676668399865,Forecast
2026-09-01,CC200,3000,600100,Opex,30689.73,31257.09,567.3600000000006,0.018486966160992636,Forecast
2026-09-01,CC200,3000,600200,Opex,11698.77,12222.2,523.4300000000003,0.04474231051640474,Forecast
2026-09-01,CC200,3000,620000,Opex,2945.37,3171.87,226.5,0.07690035547316636,Forecast
2026-09-01,CC200,3000,630000,Opex,12722.11,14412.45,1690.3400000000001,0.1328663248470576,Forecast
2026-09-01,CC200,3000,640000,Opex,6127.48,5916.18,-211.29999999999927,-0.03448399668379159,Forecast
2026-09-01,CC200,3000,660000,Opex,6043.1,6495.68,452.5799999999999,0.07489202561599177,Forecast
2026-09-01,CC300,1000,600000,Opex,91992.12,87096.1,-4896.0199999999895,-0.05322216728998081,Forecast
2026-09-01,CC300,1000,600100,Opex,18768.38,17970.1,-798.2800000000025,-0.042533239416508106,Forecast
2026-09-01,CC300,1000,600200,Opex,6875.38,6755.37,-120.01000000000022,-0.01745503521259919,Forecast
2026-09-01,CC300,1000,630000,Opex,4498.58,3544.47,-954.1100000000001,-0.21209137105486622,Forecast
2026-09-01,CC300,1000,640000,Opex,3715.57,3594.61,-120.96000000000004,-0.032554897364334416,Forecast
2026-09-01,CC300,1000,650000,Opex,16518.85,20848.02,4329.170000000002,0.2620745390871642,Forecast
2026-09-01,CC300,1000,660000,Opex,3531.31,3345.41,-185.9000000000001,-0.05264335331647465,Forecast
2026-09-01,CC300,2000,600000,Opex,48936.29,48050.81,-885.4800000000032,-0.018094547012043685,Forecast
2026-09-01,CC300,2000,600100,Opex,10102.6,9617.96,-484.64000000000124,-0.04797180923722618,Forecast
2026-09-01,CC300,2000,600200,Opex,3703.56,3651.21,-52.34999999999991,-0.014135048439879443,Forecast
2026-09-01,CC300,2000,630000,Opex,2541.24,3194.99,653.75,0.25725630007397965,Forecast
2026-09-01,CC300,2000,640000,Opex,1889.77,1975.05,85.27999999999997,0.04512718478968339,Forecast
2026-09-01,CC300,2000,650000,Opex,10206.1,9786.98,-419.1200000000008,-0.041065637216958564,Forecast
2026-09-01,CC300,2000,660000,Opex,1916.0,1749.91,-166.08999999999992,-0.08668580375782876,Forecast
2026-09-01,CC300,3000,600000,Opex,25162.77,23928.67,-1234.1000000000022,-0.04904467989811941,Forecast
2026-09-01,CC300,3000,600100,Opex,5029.44,4905.51,-123.92999999999938,-0.024640914296621373,Forecast
2026-09-01,CC300,3000,600200,Opex,1899.48,1789.73,-109.75,-0.05777897108682376,Forecast
2026-09-01,CC300,3000,630000,Opex,1364.11,1328.29,-35.819999999999936,-0.026258879415882837,Forecast
2026-09-01,CC300,3000,640000,Opex,1077.8,809.93,-267.87,-0.24853405084431252,Forecast
2026-09-01,CC300,3000,650000,Opex,5044.27,4487.81,-556.46,-0.1103152686117119,Forecast
2026-09-01,CC300,3000,660000,Opex,930.15,976.86,46.710000000000036,0.05021770682148045,Forecast
2026-09-01,CC400,1000,600000,Opex,158942.79,162762.15,3819.359999999986,0.024029778261725403,Forecast
2026-09-01,CC400,1000,600100,Opex,32483.74,32579.0,95.2599999999984,0.002932544097446858,Forecast
2026-09-01,CC400,1000,600200,Opex,11996.46,12364.11,367.65000000000146,0.03064654072951533,Forecast
2026-09-01,CC400,1000,620000,Opex,3984.79,4436.25,451.46000000000004,0.11329580730728596,Forecast
2026-09-01,CC400,1000,630000,Opex,9982.05,11984.16,2002.1100000000006,0.20057102498985688,Forecast
2026-09-01,CC400,1000,640000,Opex,6469.37,6205.05,-264.3199999999997,-0.04085714683191713,Forecast
2026-09-01,CC400,2000,600000,Opex,83883.5,87567.37,3683.8699999999953,0.043916503245572676,Forecast
2026-09-01,CC400,2000,600100,Opex,17642.67,18075.99,433.32000000000335,0.02456090829789388,Forecast
2026-09-01,CC400,2000,600200,Opex,6609.55,6698.85,89.30000000000018,0.013510753379579575,Forecast
2026-09-01,CC400,2000,620000,Opex,2229.52,2716.77,487.25,0.2185447988804765,Forecast
2026-09-01,CC400,2000,630000,Opex,5946.7,4453.0,-1493.6999999999998,-0.2511813274589268,Forecast
2026-09-01,CC400,2000,640000,Opex,3055.63,3436.63,381.0,0.12468787124095522,Forecast
2026-09-01,CC400,3000,600000,Opex,42762.06,44697.87,1935.810000000005,0.045269334545623034,Forecast
2026-09-01,CC400,3000,600100,Opex,8749.17,9085.83,336.65999999999985,0.038479078586883084,Forecast
2026-09-01,CC400,3000,600200,Opex,3346.04,3360.98,14.940000000000055,0.004464979498153057,Forecast
2026-09-01,CC400,3000,620000,Opex,1004.56,955.19,-49.36999999999989,-0.04914589472007635,Forecast
2026-09-01,CC400,3000,630000,Opex,2450.97,2789.76,338.7900000000004,0.13822690608208196,Forecast
2026-09-01,CC400,3000,640000,Opex,1711.43,2093.94,382.51,0.22350315233459736,Forecast
2026-09-01,CC500,1000,500000,Opex,496592.4,541487.77,44895.369999999995,0.09040688097522233,Forecast
2026-09-01,CC500,1000,500100,Opex,216396.61,205883.53,-10513.079999999987,-0.04858246161989316,Forecast
2026-09-01,CC500,1000,600000,Opex,107020.79,104264.84,-2755.949999999997,-0.02575153855620013,Forecast
2026-09-01,CC500,1000,600100,Opex,21716.52,21476.49,-240.02999999999884,-0.011052875875140162,Forecast
2026-09-01,CC500,1000,600200,Opex,8237.34,8151.0,-86.34000000000015,-0.010481538943396793,Forecast
2026-09-01,CC500,2000,500000,Opex,239457.3,277625.8,38168.5,0.15939585053368596,Forecast
2026-09-01,CC500,2000,500100,Opex,111894.38,120984.26,9089.87999999999,0.08123625154364311,Forecast
2026-09-01,CC500,2000,600000,Opex,58201.44,57258.29,-943.1500000000015,-0.016204925513870472,Forecast
2026-09-01,CC500,2000,600100,Opex,11736.8,12345.15,608.3500000000004,0.051832697157658,Forecast
2026-09-01,CC500,2000,600200,Opex,4442.25,4582.16,139.90999999999985,0.03149530080477232,Forecast
2026-09-01,CC500,3000,500000,Opex,138019.36,150825.28,12805.920000000013,0.09278350515463928,Forecast
2026-09-01,CC500,3000,500100,Opex,61390.94,57739.89,-3651.050000000003,-0.05947213057822543,Forecast
2026-09-01,CC500,3000,600000,Opex,29149.87,30301.49,1151.6200000000026,0.03950686572530178,Forecast
2026-09-01,CC500,3000,600100,Opex,5871.87,6190.86,318.9899999999998,0.054325112783491426,Forecast
2026-09-01,CC500,3000,600200,Opex,2251.01,2193.81,-57.20000000000027,-0.025410815589446634,Forecast
2026-10-01,PC10,1000,400000,Revenue,1246916.28,1219886.13,-27030.15000000014,-0.0216775981142857,Forecast
2026-10-01,PC10,2000,400000,Revenue,688711.42,665392.44,-23318.980000000098,-0.03385885484518334,Forecast
2026-10-01,PC10,3000,400000,Revenue,337531.53,332696.22,-4835.310000000056,-0.014325506123828062,Forecast
2026-10-01,PC20,1000,400000,Revenue,884150.37,901527.56,17377.19000000006,0.019654111551183382,Forecast
2026-10-01,PC20,2000,400000,Revenue,491093.25,491742.3,649.0499999999884,0.0013216430891688866,Forecast
2026-10-01,PC20,3000,400000,Revenue,242982.9,245871.15,2888.25,0.01188663893632021,Forecast
2026-10-01,PC30,1000,400100,Revenue,258235.13,195237.59,-62997.54000000001,-0.24395418237634828,Forecast
2026-10-01,PC30,2000,400100,Revenue,138007.28,106493.23,-31514.050000000003,-0.22835063483607534,Forecast
2026-10-01,PC30,3000,400100,Revenue,69432.08,53246.61,-16185.470000000001,-0.2331122731740141,Forecast
2026-10-01,PC40,1000,400200,Revenue,445904.03,433494.2,-12409.830000000016,-0.027830719538462157,Forecast
2026-10-01,PC40,2000,400200,Revenue,245502.84,236451.38,-9051.459999999992,-0.03686906432528435,Forecast
2026-10-01,PC40,3000,400200,Revenue,120927.58,118225.69,-2701.8899999999994,-0.02234304200910991,Forecast
2026-10-01,CC100,1000,600000,Opex,280529.51,292510.67,11981.159999999974,0.04270908967830149,Forecast
2026-10-01,CC100,1000,600100,Opex,57605.34,57398.44,-206.89999999999418,-0.003591680910137744,Forecast
2026-10-01,CC100,1000,600200,Opex,22152.88,22202.52,49.63999999999942,0.0022407921678806284,Forecast
2026-10-01,CC100,1000,610000,Opex,128292.31,119394.31,-8898.0,-0.06935723583120454,Forecast
2026-10-01,CC100,1000,620000,Opex,19434.68,20102.69,668.0099999999984,0.03437206066680791,Forecast
2026-10-01,CC100,1000,630000,Opex,14607.69,16443.09,1835.3999999999996,0.1256461493911768,Forecast
2026-10-01,CC100,1000,640000,Opex,11483.72,8828.4,-2655.3199999999997,-0.23122472508908262,Forecast
2026-10-01,CC100,2000,600000,Opex,155594.19,157904.77,2310.579999999987,0.014850040351763695,Forecast
2026-10-01,CC100,2000,600100,Opex,32525.25,33132.08,606.8300000000017,0.018657197100714114,Forecast
2026-10-01,CC100,2000,600200,Opex,12370.02,12106.51,-263.5100000000002,-0.02130230993967675,Forecast
2026-10-01,CC100,2000,610000,Opex,68110.07,76053.98,7943.909999999989,0.11663341411923359,Forecast
2026-10-01,CC100,2000,620000,Opex,10633.47,10482.17,-151.29999999999927,-0.014228657249232779,Forecast
2026-10-01,CC100,2000,630000,Opex,7876.99,8378.04,501.0500000000011,0.06360932285047984,Forecast
2026-10-01,CC100,2000,640000,Opex,6119.62,5911.09,-208.52999999999975,-0.034075645219801186,Forecast
2026-10-01,CC100,3000,600000,Opex,77655.96,77065.31,-590.6500000000087,-0.007605984138242689,Forecast
2026-10-01,CC100,3000,600100,Opex,15860.1,15839.07,-21.030000000000655,-0.0013259689409272737,Forecast
2026-10-01,CC100,3000,600200,Opex,5879.45,6162.14,282.6900000000005,0.04808102798731183,Forecast
2026-10-01,CC100,3000,610000,Opex,36146.66,35511.94,-634.7200000000012,-0.017559575352190247,Forecast
2026-10-01,CC100,3000,620000,Opex,4864.93,4993.15,128.21999999999935,0.026355980456039315,Forecast
2026-10-01,CC100,3000,630000,Opex,4062.85,3878.92,-183.92999999999984,-0.04527117663708969,Forecast
2026-10-01,CC100,3000,640000,Opex,3075.91,2945.25,-130.65999999999985,-0.04247848604152913,Forecast
2026-10-01,CC200,1000,600000,Opex,545778.71,588634.08,42855.369999999995,0.07852151286736707,Forecast
2026-10-01,CC200,1000,600100,Opex,117191.17,117476.13,284.9600000000064,0.0024315825159865407,Forecast
2026-10-01,CC200,1000,600200,Opex,42952.71,43161.37,208.6600000000035,0.004857900700561233,Forecast
2026-10-01,CC200,1000,620000,Opex,11648.53,11122.54,-525.9899999999998,-0.045155053899504895,Forecast
2026-10-01,CC200,1000,630000,Opex,50875.52,55590.59,4715.07,0.09267856131986464,Forecast
2026-10-01,CC200,1000,640000,Opex,21969.73,21721.13,-248.59999999999854,-0.01131556919452349,Forecast
2026-10-01,CC200,1000,660000,Opex,20881.34,23957.9,3076.5600000000013,0.14733537215523532,Forecast
2026-10-01,CC200,2000,600000,Opex,301725.86,314955.49,13229.630000000005,0.04384652346338496,Forecast
2026-10-01,CC200,2000,600100,Opex,61550.28,65006.65,3456.3700000000026,0.05615522788848406,Forecast
2026-10-01,CC200,2000,600200,Opex,23771.2,23665.83,-105.36999999999898,-0.004432674833411817,Forecast
2026-10-01,CC200,2000,620000,Opex,5583.97,5116.88,-467.09000000000015,-0.08364837203638274,Forecast
2026-10-01,CC200,2000,630000,Opex,28077.38,27655.71,-421.6700000000019,-0.01501813915685872,Forecast
2026-10-01,CC200,2000,640000,Opex,10977.72,12857.32,1879.6000000000004,0.17121952463717424,Forecast
2026-10-01,CC200,2000,660000,Opex,11279.58,12240.35,960.7700000000004,0.08517781690453018,Forecast
2026-10-01,CC200,3000,600000,Opex,152816.18,157860.11,5043.929999999993,0.033006518027083216,Forecast
2026-10-01,CC200,3000,600100,Opex,31255.03,32343.1,1088.0699999999997,0.03481263655801961,Forecast
2026-10-01,CC200,3000,600200,Opex,11756.79,12370.04,613.25,0.05216134676216892,Forecast
2026-10-01,CC200,3000,620000,Opex,2946.37,2728.64,-217.73000000000002,-0.0738977114211725,Forecast
2026-10-01,CC200,3000,630000,Opex,13011.13,14611.28,1600.1500000000015,0.12298316902528847,Forecast
2026-10-01,CC200,3000,640000,Opex,6148.44,6954.94,806.5,0.13117148414882476,Forecast
2026-10-01,CC200,3000,660000,Opex,5998.74,6100.51,101.77000000000044,0.016965229364833356,Forecast
2026-10-01,CC300,1000,600000,Opex,93803.27,88572.71,-5230.559999999998,-0.055760955881388755,Forecast
2026-10-01,CC300,1000,600100,Opex,18944.58,17750.23,-1194.3500000000022,-0.06304441692557988,Forecast
2026-10-01,CC300,1000,600200,Opex,6910.25,6931.89,21.640000000000327,0.003131579899424815,Forecast
2026-10-01,CC300,1000,630000,Opex,4639.22,4526.82,-112.40000000000055,-0.024228210776811736,Forecast
2026-10-01,CC300,1000,640000,Opex,3767.77,3572.65,-195.1199999999999,-0.051786600562136194,Forecast
2026-10-01,CC300,1000,650000,Opex,16368.69,20957.48,4588.789999999999,0.2803394773802912,Forecast
2026-10-01,CC300,1000,660000,Opex,3585.72,3415.27,-170.44999999999982,-0.047535780819472746,Forecast
2026-10-01,CC300,2000,600000,Opex,49562.2,47678.02,-1884.1800000000003,-0.03801647223085336,Forecast
2026-10-01,CC300,2000,600100,Opex,10386.03,9560.41,-825.6200000000008,-0.07949331939152889,Forecast
2026-10-01,CC300,2000,600200,Opex,3742.53,3668.12,-74.41000000000031,-0.019882272152795116,Forecast
2026-10-01,CC300,2000,630000,Opex,2557.78,2903.12,345.3399999999997,0.13501552127235325,Forecast
2026-10-01,CC300,2000,640000,Opex,1904.84,1838.91,-65.92999999999984,-0.034611830914932404,Forecast
2026-10-01,CC300,2000,650000,Opex,10307.75,8006.86,-2300.8900000000003,-0.22321942227935296,Forecast
2026-10-01,CC300,2000,660000,Opex,1867.19,1828.14,-39.049999999999955,-0.02091377952966755,Forecast
2026-10-01,CC300,3000,600000,Opex,25068.82,24614.23,-454.59000000000015,-0.01813368160128798,Forecast
2026-10-01,CC300,3000,600100,Opex,5167.51,4849.56,-317.9499999999998,-0.061528666611191815,Forecast
2026-10-01,CC300,3000,600200,Opex,1915.44,1831.79,-83.65000000000009,-0.04367142797477347,Forecast
2026-10-01,CC300,3000,630000,Opex,1406.71,1367.8,-38.91000000000008,-0.027660285346659996,Forecast
2026-10-01,CC300,3000,640000,Opex,1086.6,976.82,-109.77999999999986,-0.1010307380820908,Forecast
2026-10-01,CC300,3000,650000,Opex,5054.28,4682.46,-371.8199999999997,-0.07356537429663566,Forecast
2026-10-01,CC300,3000,660000,Opex,916.04,941.71,25.670000000000073,0.028022793764464513,Forecast
2026-10-01,CC400,1000,600000,Opex,160567.75,161782.4,1214.6499999999942,0.0075647195654170545,Forecast
2026-10-01,CC400,1000,600100,Opex,32991.38,33399.6,408.22000000000116,0.012373535147665881,Forecast
2026-10-01,CC400,1000,600200,Opex,12341.66,12475.5,133.84000000000015,0.010844570341428961,Forecast
2026-10-01,CC400,1000,620000,Opex,4060.96,4160.88,99.92000000000007,0.024605019502777686,Forecast
2026-10-01,CC400,1000,630000,Opex,10048.3,9288.01,-760.289999999999,-0.07566354507727667,Forecast
2026-10-01,CC400,1000,640000,Opex,6495.97,5545.64,-950.3299999999999,-0.14629531848207425,Forecast
2026-10-01,CC400,2000,600000,Opex,84727.34,88314.4,3587.0599999999977,0.042336511449550966,Forecast
2026-10-01,CC400,2000,600100,Opex,17676.4,17912.58,236.1800000000003,0.013361317915412656,Forecast
2026-10-01,CC400,2000,600200,Opex,6600.6,7126.88,526.2799999999997,0.07973214556252457,Forecast
2026-10-01,CC400,2000,620000,Opex,2285.64,1943.33,-342.30999999999995,-0.14976549237850229,Forecast
2026-10-01,CC400,2000,630000,Opex,6074.72,5629.47,-445.25,-0.07329555930149867,Forecast
2026-10-01,CC400,2000,640000,Opex,3092.74,3345.71,252.97000000000025,0.0817947839132938,Forecast
2026-10-01,CC400,3000,600000,Opex,42904.17,44187.29,1283.1200000000026,0.029906650099512534,Forecast
2026-10-01,CC400,3000,600100,Opex,8861.92,9271.11,409.1900000000005,0.046173966815317734,Forecast
2026-10-01,CC400,3000,600200,Opex,3339.31,3324.42,-14.889999999999873,-0.00445900500402774,Forecast
2026-10-01,CC400,3000,620000,Opex,1023.83,1212.96,189.13,0.18472793334830975,Forecast
2026-10-01,CC400,3000,630000,Opex,2424.47,2359.78,-64.6899999999996,-0.026682120215964562,Forecast
2026-10-01,CC400,3000,640000,Opex,1664.94,1449.82,-215.12000000000012,-0.12920585726812986,Forecast
2026-10-01,CC500,1000,500000,Opex,509026.72,526476.24,17449.52000000002,0.03428016509624489,Forecast
2026-10-01,CC500,1000,500100,Opex,218680.13,196654.89,-22025.23999999999,-0.10071898164684642,Forecast
2026-10-01,CC500,1000,600000,Opex,108166.36,108806.93,640.5699999999924,0.005922081504822686,Forecast
2026-10-01,CC500,1000,600100,Opex,21780.19,22399.77,619.5800000000017,0.02844695110556895,Forecast
2026-10-01,CC500,1000,600200,Opex,8293.04,8431.66,138.61999999999898,0.01671522143870028,Forecast
2026-10-01,CC500,2000,500000,Opex,249037.07,270558.91,21521.839999999967,0.08642022651487173,Forecast
2026-10-01,CC500,2000,500100,Opex,110232.01,119837.14,9605.130000000005,0.08713557885772023,Forecast
2026-10-01,CC500,2000,600000,Opex,59209.84,59384.95,175.11000000000058,0.002957447613437236,Forecast
2026-10-01,CC500,2000,600100,Opex,11912.64,12245.09,332.4500000000007,0.02790733204394666,Forecast
2026-10-01,CC500,2000,600200,Opex,4509.72,4606.96,97.23999999999978,0.02156231429002239,Forecast
2026-10-01,CC500,3000,500000,Opex,135951.25,112772.01,-23179.240000000005,-0.1704967037816865,Forecast
2026-10-01,CC500,3000,500100,Opex,61529.46,57703.62,-3825.8399999999965,-0.06217899523252758,Forecast
2026-10-01,CC500,3000,600000,Opex,29099.71,30359.79,1260.0800000000017,0.04330214974650956,Forecast
2026-10-01,CC500,3000,600100,Opex,5916.09,6172.38,256.28999999999996,0.04332084197502065,Forecast
2026-10-01,CC500,3000,600200,Opex,2293.28,2317.44,24.159999999999854,0.010535128723923749,Forecast
2026-11-01,PC10,1000,400000,Revenue,1266403.27,1241589.93,-24813.340000000084,-0.019593553323658176,Forecast
2026-11-01,PC10,2000,400000,Revenue,694129.93,677230.87,-16899.060000000056,-0.024345672574585645,Forecast
2026-11-01,PC10,3000,400000,Revenue,341892.76,338615.43,-3277.3300000000163,-0.009585842063458777,Forecast
2026-11-01,PC20,1000,400000,Revenue,891114.48,912545.61,21431.130000000005,0.024049805587268658,Forecast
2026-11-01,PC20,2000,400000,Revenue,493516.55,497752.15,4235.600000000035,0.00858248826711087,Forecast
2026-11-01,PC20,3000,400000,Revenue,245708.07,248876.08,3168.00999999998,0.012893390111281164,Forecast
2026-11-01,PC30,1000,400100,Revenue,259907.99,218349.05,-41558.94,-0.15989866259979157,Forecast
2026-11-01,PC30,2000,400100,Revenue,140772.86,119099.48,-21673.37999999999,-0.15395993233354777,Forecast
2026-11-01,PC30,3000,400100,Revenue,70587.18,59549.74,-11037.439999999995,-0.15636607100609481,Forecast
2026-11-01,PC40,1000,400200,Revenue,448947.77,433712.54,-15235.23000000004,-0.03393541747629137,Forecast
2026-11-01,PC40,2000,400200,Revenue,253622.28,236570.48,-17051.79999999999,-0.06723305223815505,Forecast
2026-11-01,PC40,3000,400200,Revenue,124256.36,118285.24,-5971.119999999995,-0.048054844033737956,Forecast
2026-11-01,CC100,1000,600000,Opex,286993.27,295591.17,8597.899999999965,0.02995854223341183,Forecast
2026-11-01,CC100,1000,600100,Opex,58593.62,60933.7,2340.0799999999945,0.03993745394123105,Forecast
2026-11-01,CC100,1000,600200,Opex,22310.72,22209.94,-100.78000000000247,-0.004517111056927005,Forecast
2026-11-01,CC100,1000,610000,Opex,127102.89,122718.87,-4384.020000000004,-0.034491898649983525,Forecast
2026-11-01,CC100,1000,620000,Opex,20084.81,17690.68,-2394.130000000001,-0.1192010280405939,Forecast
2026-11-01,CC100,1000,630000,Opex,14522.1,15819.93,1297.83,0.0893693060920941,Forecast
2026-11-01,CC100,1000,640000,Opex,11330.46,12425.14,1094.6800000000003,0.09661390623152108,Forecast
2026-11-01,CC100,2000,600000,Opex,158330.83,158705.54,374.71000000002095,0.0023666268913010878,Forecast
2026-11-01,CC100,2000,600100,Opex,32687.29,33418.49,731.1999999999971,0.02236955097837713,Forecast
2026-11-01,CC100,2000,600200,Opex,12079.32,12338.82,259.5,0.021482997387270143,Forecast
2026-11-01,CC100,2000,610000,Opex,70098.77,70906.77,808.0,0.011526593119964871,Forecast
2026-11-01,CC100,2000,620000,Opex,10973.8,10040.2,-933.5999999999985,-0.08507536131513228,Forecast
2026-11-01,CC100,2000,630000,Opex,7938.39,8818.26,879.8699999999999,0.11083733603413284,Forecast
2026-11-01,CC100,2000,640000,Opex,6140.91,6354.58,213.67000000000007,0.03479451742494192,Forecast
2026-11-01,CC100,3000,600000,Opex,78145.08,83646.28,5501.199999999997,0.07039726621304881,Forecast
2026-11-01,CC100,3000,600100,Opex,16427.9,16131.51,-296.39000000000124,-0.0180418677980753,Forecast
2026-11-01,CC100,3000,600200,Opex,5896.35,6217.98,321.6299999999992,0.05454730468849359,Forecast
2026-11-01,CC100,3000,610000,Opex,36704.32,33999.76,-2704.5599999999977,-0.0736850594153494,Forecast
2026-11-01,CC100,3000,620000,Opex,4887.71,4682.69,-205.02000000000044,-0.041946023802557936,Forecast
2026-11-01,CC100,3000,630000,Opex,4002.67,4098.35,95.68000000000029,0.0239040440505963,Forecast
2026-11-01,CC100,3000,640000,Opex,3136.69,3119.37,-17.320000000000164,-0.005521744259075702,Forecast
2026-11-01,CC200,1000,600000,Opex,560932.55,618459.89,57527.33999999997,0.10255660863324827,Forecast
2026-11-01,CC200,1000,600100,Opex,116678.31,119426.21,2747.9000000000087,0.0235510781738269,Forecast
2026-11-01,CC200,1000,600200,Opex,43596.04,43934.34,338.29999999999563,0.007759879108285882,Forecast
2026-11-01,CC200,1000,620000,Opex,12297.49,11134.26,-1163.2299999999996,-0.09459084740056707,Forecast
2026-11-01,CC200,1000,630000,Opex,51388.82,53873.83,2485.010000000002,0.048357016175892,Forecast
2026-11-01,CC200,1000,640000,Opex,22309.45,17812.4,-4497.049999999999,-0.20157601375201983,Forecast
2026-11-01,CC200,1000,660000,Opex,21346.76,22493.2,1146.4400000000023,0.05370557405432967,Forecast
2026-11-01,CC200,2000,600000,Opex,304934.12,324108.2,19174.080000000016,0.06287941801986612,Forecast
2026-11-01,CC200,2000,600100,Opex,62736.03,66718.05,3982.020000000004,0.06347261693161017,Forecast
2026-11-01,CC200,2000,600200,Opex,23531.4,24294.22,762.8199999999997,0.03241711075414126,Forecast
2026-11-01,CC200,2000,620000,Opex,5718.12,5443.24,-274.8800000000001,-0.04807174385987005,Forecast
2026-11-01,CC200,2000,630000,Opex,28835.7,28200.39,-635.3100000000013,-0.022032064420145905,Forecast
2026-11-01,CC200,2000,640000,Opex,11197.09,11330.61,133.52000000000044,0.011924526819021767,Forecast
2026-11-01,CC200,2000,660000,Opex,11152.6,12460.83,1308.2299999999996,0.11730269174900916,Forecast
2026-11-01,CC200,3000,600000,Opex,153001.83,154921.59,1919.7600000000093,0.012547300904832377,Forecast
2026-11-01,CC200,3000,600100,Opex,32461.23,32338.99,-122.23999999999796,-0.003765722987083298,Forecast
2026-11-01,CC200,3000,600200,Opex,11884.51,11985.14,100.6299999999992,0.008467324273360803,Forecast
2026-11-01,CC200,3000,620000,Opex,3009.88,2659.22,-350.6600000000003,-0.11650298350764825,Forecast
2026-11-01,CC200,3000,630000,Opex,13425.0,15050.83,1625.83,0.1211046554934823,Forecast
2026-11-01,CC200,3000,640000,Opex,6251.14,7215.71,964.5699999999997,0.15430305512274556,Forecast
2026-11-01,CC200,3000,660000,Opex,6141.77,5547.77,-594.0,-0.09671479068737514,Forecast
2026-11-01,CC300,1000,600000,Opex,91633.32,88388.33,-3244.9900000000052,-0.03541277343219699,Forecast
2026-11-01,CC300,1000,600100,Opex,19226.56,18182.05,-1044.510000000002,-0.05432641096483209,Forecast
2026-11-01,CC300,1000,600200,Opex,6983.36,6845.94,-137.42000000000007,-0.019678206479402476,Forecast
2026-11-01,CC300,1000,630000,Opex,4610.97,4452.91,-158.0600000000004,-0.03427912131286918,Forecast
2026-11-01,CC300,1000,640000,Opex,3758.34,3533.31,-225.0300000000002,-0.05987483835948855,Forecast
2026-11-01,CC300,1000,650000,Opex,16677.65,16279.77,-397.880000000001,-0.02385707818547583,Forecast
2026-11-01,CC300,1000,660000,Opex,3595.58,3585.36,-10.2199999999998,-0.0028423786982906237,Forecast
2026-11-01,CC300,2000,600000,Opex,50042.78,46575.01,-3467.769999999997,-0.06929611024807168,Forecast
2026-11-01,CC300,2000,600100,Opex,10342.41,9869.25,-473.15999999999985,-0.04574949165620004,Forecast
2026-11-01,CC300,2000,600200,Opex,3845.35,3744.42,-100.92999999999984,-0.026247285682707643,Forecast
2026-11-01,CC300,2000,630000,Opex,2558.95,2915.96,357.0100000000002,0.13951425389319846,Forecast
2026-11-01,CC300,2000,640000,Opex,1898.52,1745.78,-152.74,-0.08045214166824685,Forecast
2026-11-01,CC300,2000,650000,Opex,10352.22,8465.54,-1886.6799999999985,-0.18224883165156833,Forecast
2026-11-01,CC300,2000,660000,Opex,1925.05,1860.39,-64.65999999999985,-0.03358873795485824,Forecast
2026-11-01,CC300,3000,600000,Opex,25495.9,24504.63,-991.2700000000004,-0.038879584560654865,Forecast
2026-11-01,CC300,3000,600100,Opex,5205.87,4912.52,-293.34999999999945,-0.05634985122563557,Forecast
2026-11-01,CC300,3000,600200,Opex,1946.86,1795.39,-151.4699999999998,-0.07780220457557288,Forecast
2026-11-01,CC300,3000,630000,Opex,1429.12,1370.77,-58.34999999999991,-0.040829321540528374,Forecast
2026-11-01,CC300,3000,640000,Opex,1091.32,900.72,-190.5999999999999,-0.1746508815013011,Forecast
2026-11-01,CC300,3000,650000,Opex,5215.16,4460.82,-754.3400000000001,-0.14464369261921017,Forecast
2026-11-01,CC300,3000,660000,Opex,948.77,892.67,-56.10000000000002,-0.05912918831750585,Forecast
2026-11-01,CC400,1000,600000,Opex,162025.76,167027.02,5001.25999999998,0.03086706706390379,Forecast
2026-11-01,CC400,1000,600100,Opex,32674.6,33416.64,742.0400000000009,0.022709994919601184,Forecast
2026-11-01,CC400,1000,600200,Opex,12664.29,12485.98,-178.3100000000013,-0.014079747068331608,Forecast
2026-11-01,CC400,1000,620000,Opex,4061.11,4528.99,467.87999999999965,0.11520988104237502,Forecast
2026-11-01,CC400,1000,630000,Opex,10094.42,10669.35,574.9300000000003,0.05695522873032827,Forecast
2026-11-01,CC400,1000,640000,Opex,6524.22,7809.57,1285.3499999999995,0.19701205661366408,Forecast
2026-11-01,CC400,2000,600000,Opex,84795.87,91256.16,6460.290000000008,0.0761863755864526,Forecast
2026-11-01,CC400,2000,600100,Opex,17705.58,18841.71,1136.1299999999974,0.0641679063888332,Forecast
