document_number,posting_date,period,company_code,profit_center,cost_center,gl_account,amount,debit_credit,document_type,source
4900001242,2023-07-27,2023-07-01,2000,,CC500,500000,167611.07,D,SA,Payroll/AP
4900001243,2023-07-19,2023-07-01,2000,,CC500,500100,78824.98,D,SA,Payroll/AP
4900001244,2023-07-10,2023-07-01,3000,,CC500,600000,18284.69,D,SA,Payroll/AP
4900001245,2023-07-15,2023-07-01,3000,,CC500,600100,3639.45,D,SA,Payroll/AP
4900001246,2023-07-04,2023-07-01,3000,,CC500,600200,1343.37,D,SA,Payroll/AP
4900001247,2023-07-15,2023-07-01,3000,,CC500,500000,83221.59,D,SA,Payroll/AP
4900001248,2023-07-23,2023-07-01,3000,,CC500,500100,31787.11,D,SA,Payroll/AP
4900001249,2023-08-10,2023-08-01,1000,,CC100,600000,202382.03,D,SA,Payroll/AP
4900001250,2023-08-23,2023-08-01,1000,,CC100,600100,40016.26,D,SA,Payroll/AP
4900001251,2023-08-13,2023-08-01,1000,,CC100,600200,14855.89,D,SA,Payroll/AP
4900001252,2023-08-09,2023-08-01,1000,,CC100,610000,88909.39,D,SA,Payroll/AP
4900001253,2023-08-17,2023-08-01,1000,,CC100,620000,10791.02,D,SA,Payroll/AP
4900001254,2023-08-18,2023-08-01,1000,,CC100,630000,9007.46,D,SA,Payroll/AP
4900001255,2023-08-16,2023-08-01,1000,,CC100,640000,8380.84,D,SA,Payroll/AP
4900001256,2023-08-15,2023-08-01,2000,,CC100,600000,104863.14,D,SA,Payroll/AP
4900001257,2023-08-03,2023-08-01,2000,,CC100,600100,21340.37,D,SA,Payroll/AP
4900001258,2023-08-20,2023-08-01,2000,,CC100,600200,8261.51,D,SA,Payroll/AP
4900001259,2023-08-02,2023-08-01,2000,,CC100,610000,53333.87,D,SA,Payroll/AP
4900001260,2023-08-14,2023-08-01,2000,,CC100,620000,7301.2,D,SA,Payroll/AP
4900001261,2023-08-24,2023-08-01,2000,,CC100,630000,5991.95,D,SA,Payroll/AP
4900001262,2023-08-11,2023-08-01,2000,,CC100,640000,3777.6,D,SA,Payroll/AP
4900001263,2023-08-20,2023-08-01,3000,,CC100,600000,51618.77,D,SA,Payroll/AP
4900001264,2023-08-09,2023-08-01,3000,,CC100,600100,11225.62,D,SA,Payroll/AP
4900001265,2023-08-01,2023-08-01,3000,,CC100,600200,4060.52,D,SA,Payroll/AP
4900001266,2023-08-03,2023-08-01,3000,,CC100,610000,23242.2,D,SA,Payroll/AP
4900001267,2023-08-08,2023-08-01,3000,,CC100,620000,3858.09,D,SA,Payroll/AP
4900001268,2023-08-22,2023-08-01,3000,,CC100,630000,2876.14,D,SA,Payroll/AP
4900001269,2023-08-27,2023-08-01,3000,,CC100,640000,2136.6,D,SA,Payroll/AP
4900001270,2023-08-28,2023-08-01,1000,,CC200,600000,369607.63,D,SA,Payroll/AP
4900001271,2023-08-19,2023-08-01,1000,,CC200,600100,71735.03,D,SA,Payroll/AP
4900001272,2023-08-19,2023-08-01,1000,,CC200,600200,27757.07,D,SA,Payroll/AP
4900001273,2023-08-01,2023-08-01,1000,,CC200,630000,31974.53,D,SA,Payroll/AP
4900001274,2023-08-25,2023-08-01,1000,,CC200,640000,13991.66,D,SA,Payroll/AP
4900001275,2023-08-22,2023-08-01,1000,,CC200,620000,7854.16,D,SA,Payroll/AP
4900001276,2023-08-27,2023-08-01,1000,,CC200,660000,13971.67,D,SA,Payroll/AP
4900001277,2023-08-09,2023-08-01,2000,,CC200,600000,195317.37,D,SA,Payroll/AP
4900001278,2023-08-19,2023-08-01,2000,,CC200,600100,40488.61,D,SA,Payroll/AP
4900001279,2023-08-02,2023-08-01,2000,,CC200,600200,14755.89,D,SA,Payroll/AP
4900001280,2023-08-25,2023-08-01,2000,,CC200,630000,15886.44,D,SA,Payroll/AP
4900001281,2023-08-25,2023-08-01,2000,,CC200,640000,6655.67,D,SA,Payroll/AP
4900001282,2023-08-06,2023-08-01,2000,,CC200,620000,2985.38,D,SA,Payroll/AP
4900001283,2023-08-16,2023-08-01,2000,,CC200,660000,8196.3,D,SA,Payroll/AP
4900001284,2023-08-17,2023-08-01,3000,,CC200,600000,94486.69,D,SA,Payroll/AP
4900001285,2023-08-21,2023-08-01,3000,,CC200,600100,19731.48,D,SA,Payroll/AP
4900001286,2023-08-15,2023-08-01,3000,,CC200,600200,7391.05,D,SA,Payroll/AP
4900001287,2023-08-09,2023-08-01,3000,,CC200,630000,8937.44,D,SA,Payroll/AP
4900001288,2023-08-06,2023-08-01,3000,,CC200,640000,4019.23,D,SA,Payroll/AP
4900001289,2023-08-19,2023-08-01,3000,,CC200,620000,2017.93,D,SA,Payroll/AP
4900001290,2023-08-14,2023-08-01,3000,,CC200,660000,3607.76,D,SA,Payroll/AP
4900001291,2023-08-21,2023-08-01,1000,,CC300,600000,71370.37,D,SA,Payroll/AP
4900001292,2023-08-27,2023-08-01,1000,,CC300,600100,14772.19,D,SA,Payroll/AP
4900001293,2023-08-16,2023-08-01,1000,,CC300,600200,5481.04,D,SA,Payroll/AP
4900001294,2023-08-03,2023-08-01,1000,,CC300,650000,15984.59,D,SA,Payroll/AP
4900001295,2023-08-16,2023-08-01,1000,,CC300,630000,3852.59,D,SA,Payroll/AP
4900001296,2023-08-12,2023-08-01,1000,,CC300,640000,2956.62,D,SA,Payroll/AP
4900001297,2023-08-14,2023-08-01,1000,,CC300,660000,2845.51,D,SA,Payroll/AP
4900001298,2023-08-11,2023-08-01,2000,,CC300,600000,39847.19,D,SA,Payroll/AP
4900001299,2023-08-11,2023-08-01,2000,,CC300,600100,8015.26,D,SA,Payroll/AP
4900001300,2023-08-22,2023-08-01,2000,,CC300,600200,2917.2,D,SA,Payroll/AP
4900001301,2023-08-04,2023-08-01,2000,,CC300,650000,7786.45,D,SA,Payroll/AP
4900001302,2023-08-28,2023-08-01,2000,,CC300,630000,1866.54,D,SA,Payroll/AP
4900001303,2023-08-06,2023-08-01,2000,,CC300,640000,1418.28,D,SA,Payroll/AP
4900001304,2023-08-11,2023-08-01,2000,,CC300,660000,1541.34,D,SA,Payroll/AP
4900001305,2023-08-14,2023-08-01,3000,,CC300,600000,19948.83,D,SA,Payroll/AP
4900001306,2023-08-23,2023-08-01,3000,,CC300,600100,3994.87,D,SA,Payroll/AP
4900001307,2023-08-16,2023-08-01,3000,,CC300,600200,1506.69,D,SA,Payroll/AP
4900001308,2023-08-10,2023-08-01,3000,,CC300,650000,4380.84,D,SA,Payroll/AP
4900001309,2023-08-22,2023-08-01,3000,,CC300,630000,1022.33,D,SA,Payroll/AP
4900001310,2023-08-13,2023-08-01,3000,,CC300,640000,943.51,D,SA,Payroll/AP
4900001311,2023-08-27,2023-08-01,3000,,CC300,660000,769.89,D,SA,Payroll/AP
4900001312,2023-08-25,2023-08-01,1000,,CC400,600000,97662.21,D,SA,Payroll/AP
4900001313,2023-08-18,2023-08-01,1000,,CC400,600100,21077.36,D,SA,Payroll/AP
4900001314,2023-08-02,2023-08-01,1000,,CC400,600200,7846.05,D,SA,Payroll/AP
4900001315,2023-08-15,2023-08-01,1000,,CC400,630000,7325.82,D,SA,Payroll/AP
4900001316,2023-08-03,2023-08-01,1000,,CC400,620000,2770.29,D,SA,Payroll/AP
4900001317,2023-08-11,2023-08-01,1000,,CC400,640000,3839.44,D,SA,Payroll/AP
4900001318,2023-08-09,2023-08-01,2000,,CC400,600000,53805.17,D,SA,Payroll/AP
4900001319,2023-08-11,2023-08-01,2000,,CC400,600100,11266.69,D,SA,Payroll/AP
4900001320,2023-08-04,2023-08-01,2000,,CC400,600200,4170.58,D,SA,Payroll/AP
4900001321,2023-08-25,2023-08-01,2000,,CC400,630000,3330.37,D,SA,Payroll/AP
4900001322,2023-08-13,2023-08-01,2000,,CC400,620000,1497.49,D,SA,Payroll/AP
4900001323,2023-08-28,2023-08-01,2000,,CC400,640000,2475.62,D,SA,Payroll/AP
4900001324,2023-08-17,2023-08-01,3000,,CC400,600000,28122.54,D,SA,Payroll/AP
4900001325,2023-08-27,2023-08-01,3000,,CC400,600100,5586.65,D,SA,Payroll/AP
4900001326,2023-08-01,2023-08-01,3000,,CC400,600200,2165.42,D,SA,Payroll/AP
4900001327,2023-08-22,2023-08-01,3000,,CC400,630000,2002.64,D,SA,Payroll/AP
4900001328,2023-08-28,2023-08-01,3000,,CC400,620000,671.82,D,SA,Payroll/AP
4900001329,2023-08-18,2023-08-01,3000,,CC400,640000,1058.78,D,SA,Payroll/AP
4900001330,2023-08-15,2023-08-01,1000,,CC500,600000,67067.32,D,SA,Payroll/AP
4900001331,2023-08-14,2023-08-01,1000,,CC500,600100,13537.46,D,SA,Payroll/AP
4900001332,2023-08-02,2023-08-01,1000,,CC500,600200,5224.38,D,SA,Payroll/AP
4900001333,2023-08-07,2023-08-01,1000,,CC500,500000,297215.93,D,SA,Payroll/AP
4900001334,2023-08-17,2023-08-01,1000,,CC500,500100,134347.09,D,SA,Payroll/AP
4900001335,2023-08-12,2023-08-01,2000,,CC500,600000,35705.89,D,SA,Payroll/AP
4900001336,2023-08-20,2023-08-01,2000,,CC500,600100,7391.4,D,SA,Payroll/AP
4900001337,2023-08-25,2023-08-01,2000,,CC500,600200,2836.64,D,SA,Payroll/AP
4900001338,2023-08-16,2023-08-01,2000,,CC500,500000,157032.57,D,SA,Payroll/AP
4900001339,2023-08-21,2023-08-01,2000,,CC500,500100,81978.51,D,SA,Payroll/AP
4900001340,2023-08-15,2023-08-01,3000,,CC500,600000,18430.96,D,SA,Payroll/AP
4900001341,2023-08-25,2023-08-01,3000,,CC500,600100,3828.3,D,SA,Payroll/AP
4900001342,2023-08-02,2023-08-01,3000,,CC500,600200,1455.85,D,SA,Payroll/AP
4900001343,2023-08-07,2023-08-01,3000,,CC500,500000,71544.55,D,SA,Payroll/AP
4900001344,2023-08-09,2023-08-01,3000,,CC500,500100,29438.41,D,SA,Payroll/AP
4900001345,2023-09-18,2023-09-01,1000,,CC100,600000,189043.78,D,SA,Payroll/AP
4900001346,2023-09-05,2023-09-01,1000,,CC100,600100,41008.73,D,SA,Payroll/AP
4900001347,2023-09-10,2023-09-01,1000,,CC100,600200,14833.96,D,SA,Payroll/AP
4900001348,2023-09-15,2023-09-01,1000,,CC100,610000,109880.66,D,SA,Payroll/AP
4900001349,2023-09-23,2023-09-01,1000,,CC100,620000,11794.31,D,SA,Payroll/AP
4900001350,2023-09-16,2023-09-01,1000,,CC100,630000,10184.22,D,SA,Payroll/AP
4900001351,2023-09-04,2023-09-01,1000,,CC100,640000,8656.3,D,SA,Payroll/AP
4900001352,2023-09-01,2023-09-01,2000,,CC100,600000,110775.63,D,SA,Payroll/AP
4900001353,2023-09-21,2023-09-01,2000,,CC100,600100,22747.42,D,SA,Payroll/AP
4900001354,2023-09-20,2023-09-01,2000,,CC100,600200,8390.49,D,SA,Payroll/AP
4900001355,2023-09-26,2023-09-01,2000,,CC100,610000,52683.56,D,SA,Payroll/AP
4900001356,2023-09-08,2023-09-01,2000,,CC100,620000,7231.61,D,SA,Payroll/AP
4900001357,2023-09-23,2023-09-01,2000,,CC100,630000,5886.78,D,SA,Payroll/AP
4900001358,2023-09-06,2023-09-01,2000,,CC100,640000,3870.47,D,SA,Payroll/AP
4900001359,2023-09-10,2023-09-01,3000,,CC100,600000,52379.87,D,SA,Payroll/AP
4900001360,2023-09-18,2023-09-01,3000,,CC100,600100,10922.6,D,SA,Payroll/AP
4900001361,2023-09-01,2023-09-01,3000,,CC100,600200,4082.31,D,SA,Payroll/AP
4900001362,2023-09-18,2023-09-01,3000,,CC100,610000,22811.82,D,SA,Payroll/AP
4900001363,2023-09-14,2023-09-01,3000,,CC100,620000,3651.26,D,SA,Payroll/AP
4900001364,2023-09-03,2023-09-01,3000,,CC100,630000,2991.71,D,SA,Payroll/AP
4900001365,2023-09-08,2023-09-01,3000,,CC100,640000,2066.23,D,SA,Payroll/AP
4900001366,2023-09-27,2023-09-01,1000,,CC200,600000,371803.45,D,SA,Payroll/AP
4900001367,2023-09-04,2023-09-01,1000,,CC200,600100,72386.83,D,SA,Payroll/AP
4900001368,2023-09-15,2023-09-01,1000,,CC200,600200,27671.77,D,SA,Payroll/AP
4900001369,2023-09-04,2023-09-01,1000,,CC200,630000,30086.09,D,SA,Payroll/AP
4900001370,2023-09-21,2023-09-01,1000,,CC200,640000,11297.12,D,SA,Payroll/AP
4900001371,2023-09-27,2023-09-01,1000,,CC200,620000,6887.42,D,SA,Payroll/AP
4900001372,2023-09-05,2023-09-01,1000,,CC200,660000,13805.13,D,SA,Payroll/AP
4900001373,2023-09-16,2023-09-01,2000,,CC200,600000,202659.95,D,SA,Payroll/AP
4900001374,2023-09-23,2023-09-01,2000,,CC200,600100,40858.98,D,SA,Payroll/AP
4900001375,2023-09-10,2023-09-01,2000,,CC200,600200,14821.28,D,SA,Payroll/AP
4900001376,2023-09-17,2023-09-01,2000,,CC200,630000,20926.14,D,SA,Payroll/AP
4900001377,2023-09-23,2023-09-01,2000,,CC200,640000,8489.4,D,SA,Payroll/AP
4900001378,2023-09-09,2023-09-01,2000,,CC200,620000,4003.0,D,SA,Payroll/AP
4900001379,2023-09-14,2023-09-01,2000,,CC200,660000,7479.94,D,SA,Payroll/AP
4900001380,2023-09-27,2023-09-01,3000,,CC200,600000,96960.35,D,SA,Payroll/AP
4900001381,2023-09-16,2023-09-01,3000,,CC200,600100,20127.47,D,SA,Payroll/AP
4900001382,2023-09-16,2023-09-01,3000,,CC200,600200,7769.99,D,SA,Payroll/AP
4900001383,2023-09-08,2023-09-01,3000,,CC200,630000,10543.78,D,SA,Payroll/AP
4900001384,2023-09-15,2023-09-01,3000,,CC200,640000,4388.98,D,SA,Payroll/AP
4900001385,2023-09-18,2023-09-01,3000,,CC200,620000,1808.17,D,SA,Payroll/AP
4900001386,2023-09-05,2023-09-01,3000,,CC200,660000,3589.35,D,SA,Payroll/AP
4900001387,2023-09-13,2023-09-01,1000,,CC300,600000,71975.99,D,SA,Payroll/AP
4900001388,2023-09-07,2023-09-01,1000,,CC300,600100,14202.09,D,SA,Payroll/AP
4900001389,2023-09-20,2023-09-01,1000,,CC300,600200,5556.74,D,SA,Payroll/AP
4900001390,2023-09-17,2023-09-01,1000,,CC300,650000,13598.91,D,SA,Payroll/AP
4900001391,2023-09-24,2023-09-01,1000,,CC300,630000,3509.17,D,SA,Payroll/AP
4900001392,2023-09-05,2023-09-01,1000,,CC300,640000,2320.31,D,SA,Payroll/AP
4900001393,2023-09-28,2023-09-01,1000,,CC300,660000,2831.42,D,SA,Payroll/AP
4900001394,2023-09-03,2023-09-01,2000,,CC300,600000,38606.87,D,SA,Payroll/AP
4900001395,2023-09-09,2023-09-01,2000,,CC300,600100,7817.34,D,SA,Payroll/AP
4900001396,2023-09-25,2023-09-01,2000,,CC300,600200,2829.3,D,SA,Payroll/AP
4900001397,2023-09-26,2023-09-01,2000,,CC300,650000,7483.7,D,SA,Payroll/AP
4900001398,2023-09-28,2023-09-01,2000,,CC300,630000,2355.82,D,SA,Payroll/AP
4900001399,2023-09-14,2023-09-01,2000,,CC300,640000,1750.2,D,SA,Payroll/AP
4900001400,2023-09-11,2023-09-01,2000,,CC300,660000,1466.57,D,SA,Payroll/AP
4900001401,2023-09-26,2023-09-01,3000,,CC300,600000,19276.31,D,SA,Payroll/AP
4900001402,2023-09-17,2023-09-01,3000,,CC300,600100,4039.84,D,SA,Payroll/AP
4900001403,2023-09-09,2023-09-01,3000,,CC300,600200,1470.9,D,SA,Payroll/AP
4900001404,2023-09-27,2023-09-01,3000,,CC300,650000,3865.41,D,SA,Payroll/AP
4900001405,2023-09-01,2023-09-01,3000,,CC300,630000,1077.23,D,SA,Payroll/AP
4900001406,2023-09-10,2023-09-01,3000,,CC300,640000,842.51,D,SA,Payroll/AP
4900001407,2023-09-24,2023-09-01,3000,,CC300,660000,746.68,D,SA,Payroll/AP
4900001408,2023-09-10,2023-09-01,1000,,CC400,600000,102340.98,D,SA,Payroll/AP
4900001409,2023-09-27,2023-09-01,1000,,CC400,600100,20708.75,D,SA,Payroll/AP
4900001410,2023-09-19,2023-09-01,1000,,CC400,600200,7773.86,D,SA,Payroll/AP
4900001411,2023-09-19,2023-09-01,1000,,CC400,630000,6437.97,D,SA,Payroll/AP
4900001412,2023-09-22,2023-09-01,1000,,CC400,620000,2731.66,D,SA,Payroll/AP
4900001413,2023-09-16,2023-09-01,1000,,CC400,640000,4313.37,D,SA,Payroll/AP
4900001414,2023-09-28,2023-09-01,2000,,CC400,600000,55033.95,D,SA,Payroll/AP
4900001415,2023-09-05,2023-09-01,2000,,CC400,600100,11815.84,D,SA,Payroll/AP
4900001416,2023-09-15,2023-09-01,2000,,CC400,600200,4279.16,D,SA,Payroll/AP
4900001417,2023-09-18,2023-09-01,2000,,CC400,630000,3577.75,D,SA,Payroll/AP
4900001418,2023-09-16,2023-09-01,2000,,CC400,620000,1327.0,D,SA,Payroll/AP
4900001419,2023-09-12,2023-09-01,2000,,CC400,640000,1629.73,D,SA,Payroll/AP
4900001420,2023-09-11,2023-09-01,3000,,CC400,600000,28460.68,D,SA,Payroll/AP
4900001421,2023-09-18,2023-09-01,3000,,CC400,600100,5821.2,D,SA,Payroll/AP
4900001422,2023-09-25,2023-09-01,3000,,CC400,600200,2139.14,D,SA,Payroll/AP
4900001423,2023-09-18,2023-09-01,3000,,CC400,630000,1804.72,D,SA,Payroll/AP
4900001424,2023-09-13,2023-09-01,3000,,CC400,620000,754.08,D,SA,Payroll/AP
4900001425,2023-09-15,2023-09-01,3000,,CC400,640000,907.55,D,SA,Payroll/AP
4900001426,2023-09-11,2023-09-01,1000,,CC500,600000,66490.14,D,SA,Payroll/AP
4900001427,2023-09-28,2023-09-01,1000,,CC500,600100,14003.84,D,SA,Payroll/AP
4900001428,2023-09-07,2023-09-01,1000,,CC500,600200,5039.65,D,SA,Payroll/AP
4900001429,2023-09-23,2023-09-01,1000,,CC500,500000,310395.9,D,SA,Payroll/AP
4900001430,2023-09-08,2023-09-01,1000,,CC500,500100,111701.55,D,SA,Payroll/AP
4900001431,2023-09-19,2023-09-01,2000,,CC500,600000,36774.27,D,SA,Payroll/AP
4900001432,2023-09-13,2023-09-01,2000,,CC500,600100,7468.39,D,SA,Payroll/AP
4900001433,2023-09-08,2023-09-01,2000,,CC500,600200,2712.11,D,SA,Payroll/AP
4900001434,2023-09-28,2023-09-01,2000,,CC500,500000,182529.67,D,SA,Payroll/AP
4900001435,2023-09-25,2023-09-01,2000,,CC500,500100,64919.13,D,SA,Payroll/AP
4900001436,2023-09-14,2023-09-01,3000,,CC500,600000,18320.25,D,SA,Payroll/AP
4900001437,2023-09-02,2023-09-01,3000,,CC500,600100,3835.22,D,SA,Payroll/AP
4900001438,2023-09-11,2023-09-01,3000,,CC500,600200,1465.37,D,SA,Payroll/AP
4900001439,2023-09-24,2023-09-01,3000,,CC500,500000,75072.1,D,SA,Payroll/AP
4900001440,2023-09-16,2023-09-01,3000,,CC500,500100,36032.46,D,SA,Payroll/AP
4900001441,2023-10-23,2023-10-01,1000,,CC100,600000,196323.79,D,SA,Payroll/AP
4900001442,2023-10-26,2023-10-01,1000,,CC100,600100,40482.6,D,SA,Payroll/AP
4900001443,2023-10-13,2023-10-01,1000,,CC100,600200,15026.25,D,SA,Payroll/AP
4900001444,2023-10-13,2023-10-01,1000,,CC100,610000,84139.11,D,SA,Payroll/AP
4900001445,2023-10-22,2023-10-01,1000,,CC100,620000,11445.19,D,SA,Payroll/AP
4900001446,2023-10-26,2023-10-01,1000,,CC100,630000,10068.27,D,SA,Payroll/AP
4900001447,2023-10-27,2023-10-01,1000,,CC100,640000,6684.03,D,SA,Payroll/AP
4900001448,2023-10-21,2023-10-01,2000,,CC100,600000,99770.06,D,SA,Payroll/AP
4900001449,2023-10-05,2023-10-01,2000,,CC100,600100,21925.38,D,SA,Payroll/AP
4900001450,2023-10-16,2023-10-01,2000,,CC100,600200,8298.21,D,SA,Payroll/AP
4900001451,2023-10-02,2023-10-01,2000,,CC100,610000,36311.68,D,SA,Payroll/AP
4900001452,2023-10-05,2023-10-01,2000,,CC100,620000,6106.53,D,SA,Payroll/AP
4900001453,2023-10-17,2023-10-01,2000,,CC100,630000,5770.34,D,SA,Payroll/AP
4900001454,2023-10-19,2023-10-01,2000,,CC100,640000,4913.94,D,SA,Payroll/AP
4900001455,2023-10-11,2023-10-01,3000,,CC100,600000,53395.17,D,SA,Payroll/AP
4900001456,2023-10-28,2023-10-01,3000,,CC100,600100,10788.89,D,SA,Payroll/AP
4900001457,2023-10-04,2023-10-01,3000,,CC100,600200,4090.6,D,SA,Payroll/AP
4900001458,2023-10-28,2023-10-01,3000,,CC100,610000,27242.16,D,SA,Payroll/AP
4900001459,2023-10-28,2023-10-01,3000,,CC100,620000,3200.34,D,SA,Payroll/AP
4900001460,2023-10-15,2023-10-01,3000,,CC100,630000,2518.33,D,SA,Payroll/AP
4900001461,2023-10-04,2023-10-01,3000,,CC100,640000,1953.71,D,SA,Payroll/AP
4900001462,2023-10-17,2023-10-01,1000,,CC200,600000,355055.81,D,SA,Payroll/AP
4900001463,2023-10-15,2023-10-01,1000,,CC200,600100,74429.77,D,SA,Payroll/AP
4900001464,2023-10-01,2023-10-01,1000,,CC200,600200,28747.57,D,SA,Payroll/AP
4900001465,2023-10-24,2023-10-01,1000,,CC200,630000,33532.8,D,SA,Payroll/AP
4900001466,2023-10-05,2023-10-01,1000,,CC200,640000,13570.11,D,SA,Payroll/AP
4900001467,2023-10-14,2023-10-01,1000,,CC200,620000,6757.59,D,SA,Payroll/AP
4900001468,2023-10-28,2023-10-01,1000,,CC200,660000,12833.33,D,SA,Payroll/AP
4900001469,2023-10-21,2023-10-01,2000,,CC200,600000,200637.6,D,SA,Payroll/AP
4900001470,2023-10-05,2023-10-01,2000,,CC200,600100,40379.18,D,SA,Payroll/AP
4900001471,2023-10-03,2023-10-01,2000,,CC200,600200,15111.06,D,SA,Payroll/AP
4900001472,2023-10-16,2023-10-01,2000,,CC200,630000,23343.14,D,SA,Payroll/AP
4900001473,2023-10-26,2023-10-01,2000,,CC200,640000,7809.44,D,SA,Payroll/AP
4900001474,2023-10-09,2023-10-01,2000,,CC200,620000,3506.41,D,SA,Payroll/AP
4900001475,2023-10-11,2023-10-01,2000,,CC200,660000,7421.25,D,SA,Payroll/AP
4900001476,2023-10-20,2023-10-01,3000,,CC200,600000,101359.06,D,SA,Payroll/AP
4900001477,2023-10-23,2023-10-01,3000,,CC200,600100,20370.81,D,SA,Payroll/AP
4900001478,2023-10-13,2023-10-01,3000,,CC200,600200,7402.54,D,SA,Payroll/AP
4900001479,2023-10-21,2023-10-01,3000,,CC200,630000,9709.47,D,SA,Payroll/AP
4900001480,2023-10-03,2023-10-01,3000,,CC200,640000,3556.27,D,SA,Payroll/AP
4900001481,2023-10-28,2023-10-01,3000,,CC200,620000,2262.39,D,SA,Payroll/AP
4900001482,2023-10-11,2023-10-01,3000,,CC200,660000,4016.69,D,SA,Payroll/AP
4900001483,2023-10-28,2023-10-01,1000,,CC300,600000,71294.19,D,SA,Payroll/AP
4900001484,2023-10-22,2023-10-01,1000,,CC300,600100,15134.53,D,SA,Payroll/AP
4900001485,2023-10-28,2023-10-01,1000,,CC300,600200,5541.18,D,SA,Payroll/AP
4900001486,2023-10-18,2023-10-01,1000,,CC300,650000,15013.93,D,SA,Payroll/AP
4900001487,2023-10-13,2023-10-01,1000,,CC300,630000,3867.94,D,SA,Payroll/AP
4900001488,2023-10-11,2023-10-01,1000,,CC300,640000,2532.66,D,SA,Payroll/AP
4900001489,2023-10-21,2023-10-01,1000,,CC300,660000,2677.81,D,SA,Payroll/AP
4900001490,2023-10-23,2023-10-01,2000,,CC300,600000,39917.47,D,SA,Payroll/AP
4900001491,2023-10-25,2023-10-01,2000,,CC300,600100,7969.22,D,SA,Payroll/AP
4900001492,2023-10-16,2023-10-01,2000,,CC300,600200,2984.31,D,SA,Payroll/AP
4900001493,2023-10-28,2023-10-01,2000,,CC300,650000,6803.1,D,SA,Payroll/AP
4900001494,2023-10-18,2023-10-01,2000,,CC300,630000,2090.7,D,SA,Payroll/AP
4900001495,2023-10-02,2023-10-01,2000,,CC300,640000,1814.57,D,SA,Payroll/AP
4900001496,2023-10-20,2023-10-01,2000,,CC300,660000,1424.01,D,SA,Payroll/AP
4900001497,2023-10-03,2023-10-01,3000,,CC300,600000,19565.37,D,SA,Payroll/AP
4900001498,2023-10-08,2023-10-01,3000,,CC300,600100,4124.77,D,SA,Payroll/AP
4900001499,2023-10-21,2023-10-01,3000,,CC300,600200,1501.9,D,SA,Payroll/AP
4900001500,2023-10-22,2023-10-01,3000,,CC300,650000,3930.88,D,SA,Payroll/AP
4900001501,2023-10-10,2023-10-01,3000,,CC300,630000,896.32,D,SA,Payroll/AP
4900001502,2023-10-08,2023-10-01,3000,,CC300,640000,784.37,D,SA,Payroll/AP
4900001503,2023-10-24,2023-10-01,3000,,CC300,660000,745.11,D,SA,Payroll/AP
4900001504,2023-10-03,2023-10-01,1000,,CC400,600000,106354.33,D,SA,Payroll/AP
4900001505,2023-10-14,2023-10-01,1000,,CC400,600100,21902.56,D,SA,Payroll/AP
4900001506,2023-10-04,2023-10-01,1000,,CC400,600200,8438.45,D,SA,Payroll/AP
4900001507,2023-10-25,2023-10-01,1000,,CC400,630000,7073.31,D,SA,Payroll/AP
4900001508,2023-10-21,2023-10-01,1000,,CC400,620000,2761.44,D,SA,Payroll/AP
4900001509,2023-10-23,2023-10-01,1000,,CC400,640000,4089.44,D,SA,Payroll/AP
4900001510,2023-10-28,2023-10-01,2000,,CC400,600000,56311.53,D,SA,Payroll/AP
4900001511,2023-10-04,2023-10-01,2000,,CC400,600100,11712.01,D,SA,Payroll/AP
4900001512,2023-10-15,2023-10-01,2000,,CC400,600200,4336.7,D,SA,Payroll/AP
4900001513,2023-10-06,2023-10-01,2000,,CC400,630000,3696.63,D,SA,Payroll/AP
4900001514,2023-10-23,2023-10-01,2000,,CC400,620000,1645.76,D,SA,Payroll/AP
4900001515,2023-10-10,2023-10-01,2000,,CC400,640000,1961.68,D,SA,Payroll/AP
4900001516,2023-10-01,2023-10-01,3000,,CC400,600000,29335.87,D,SA,Payroll/AP
4900001517,2023-10-02,2023-10-01,3000,,CC400,600100,6038.47,D,SA,Payroll/AP
4900001518,2023-10-11,2023-10-01,3000,,CC400,600200,2201.1,D,SA,Payroll/AP
4900001519,2023-10-26,2023-10-01,3000,,CC400,630000,1448.47,D,SA,Payroll/AP
4900001520,2023-10-02,2023-10-01,3000,,CC400,620000,690.73,D,SA,Payroll/AP
4900001521,2023-10-10,2023-10-01,3000,,CC400,640000,1246.23,D,SA,Payroll/AP
4900001522,2023-10-12,2023-10-01,1000,,CC500,600000,68135.1,D,SA,Payroll/AP
4900001523,2023-10-12,2023-10-01,1000,,CC500,600100,13703.37,D,SA,Payroll/AP
4900001524,2023-10-14,2023-10-01,1000,,CC500,600200,5190.62,D,SA,Payroll/AP
4900001525,2023-10-05,2023-10-01,1000,,CC500,500000,331586.74,D,SA,Payroll/AP
4900001526,2023-10-08,2023-10-01,1000,,CC500,500100,138256.08,D,SA,Payroll/AP
4900001527,2023-10-17,2023-10-01,2000,,CC500,600000,37150.77,D,SA,Payroll/AP
4900001528,2023-10-14,2023-10-01,2000,,CC500,600100,7601.08,D,SA,Payroll/AP
4900001529,2023-10-19,2023-10-01,2000,,CC500,600200,2848.97,D,SA,Payroll/AP
4900001530,2023-10-22,2023-10-01,2000,,CC500,500000,152052.0,D,SA,Payroll/AP
4900001531,2023-10-26,2023-10-01,2000,,CC500,500100,83383.1,D,SA,Payroll/AP
