period,dim1,dim2,gl_account,line_type,budget_amount
2024-04-01,CC200,2000,630000,Opex,21831.4
2024-05-01,CC200,2000,630000,Opex,22197.39
2024-06-01,CC200,2000,630000,Opex,17701.92
2024-07-01,CC200,2000,630000,Opex,20479.3
2024-08-01,CC200,2000,630000,Opex,19381.46
2024-09-01,CC200,2000,630000,Opex,25529.89
2024-10-01,CC200,2000,630000,Opex,28478.63
2024-11-01,CC200,2000,630000,Opex,21484.37
2024-12-01,CC200,2000,630000,Opex,23021.29
2024-01-01,CC200,2000,640000,Opex,7338.36
2024-02-01,CC200,2000,640000,Opex,7718.26
2024-03-01,CC200,2000,640000,Opex,9954.98
2024-04-01,CC200,2000,640000,Opex,9895.68
2024-05-01,CC200,2000,640000,Opex,9708.72
2024-06-01,CC200,2000,640000,Opex,8713.08
2024-07-01,CC200,2000,640000,Opex,7827.9
2024-08-01,CC200,2000,640000,Opex,8119.92
2024-09-01,CC200,2000,640000,Opex,10357.07
2024-10-01,CC200,2000,640000,Opex,9527.52
2024-11-01,CC200,2000,640000,Opex,7294.9
2024-12-01,CC200,2000,640000,Opex,7904.12
2024-01-01,CC200,2000,660000,Opex,7745.9
2024-02-01,CC200,2000,660000,Opex,7987.16
2024-03-01,CC200,2000,660000,Opex,7762.25
2024-04-01,CC200,2000,660000,Opex,8926.28
2024-05-01,CC200,2000,660000,Opex,8935.83
2024-06-01,CC200,2000,660000,Opex,8437.45
2024-07-01,CC200,2000,660000,Opex,9586.74
2024-08-01,CC200,2000,660000,Opex,9999.49
2024-09-01,CC200,2000,660000,Opex,9125.53
2024-10-01,CC200,2000,660000,Opex,9053.92
2024-11-01,CC200,2000,660000,Opex,9070.32
2024-12-01,CC200,2000,660000,Opex,9161.88
2024-01-01,CC200,3000,600000,Opex,111916.64
2024-02-01,CC200,3000,600000,Opex,105382.77
2024-03-01,CC200,3000,600000,Opex,107730.07
2024-04-01,CC200,3000,600000,Opex,110626.24
2024-05-01,CC200,3000,600000,Opex,114996.64
2024-06-01,CC200,3000,600000,Opex,118656.46
2024-07-01,CC200,3000,600000,Opex,119216.29
2024-08-01,CC200,3000,600000,Opex,115273.76
2024-09-01,CC200,3000,600000,Opex,118291.63
2024-10-01,CC200,3000,600000,Opex,123658.05
2024-11-01,CC200,3000,600000,Opex,120937.78
2024-12-01,CC200,3000,600000,Opex,123032.05
2024-01-01,CC200,3000,600100,Opex,22024.23
2024-02-01,CC200,3000,600100,Opex,21581.17
2024-03-01,CC200,3000,600100,Opex,22388.13
2024-04-01,CC200,3000,600100,Opex,22631.65
2024-05-01,CC200,3000,600100,Opex,23124.39
2024-06-01,CC200,3000,600100,Opex,24357.97
2024-07-01,CC200,3000,600100,Opex,23770.81
2024-08-01,CC200,3000,600100,Opex,24072.41
2024-09-01,CC200,3000,600100,Opex,24555.51
2024-10-01,CC200,3000,600100,Opex,24852.39
2024-11-01,CC200,3000,600100,Opex,25017.76
2024-12-01,CC200,3000,600100,Opex,25974.85
2024-01-01,CC200,3000,600200,Opex,8208.64
2024-02-01,CC200,3000,600200,Opex,8392.38
2024-03-01,CC200,3000,600200,Opex,8444.11
2024-04-01,CC200,3000,600200,Opex,8666.78
2024-05-01,CC200,3000,600200,Opex,8963.58
2024-06-01,CC200,3000,600200,Opex,8739.85
2024-07-01,CC200,3000,600200,Opex,9219.17
2024-08-01,CC200,3000,600200,Opex,9017.08
2024-09-01,CC200,3000,600200,Opex,9479.39
2024-10-01,CC200,3000,600200,Opex,9031.1
2024-11-01,CC200,3000,600200,Opex,9355.29
2024-12-01,CC200,3000,600200,Opex,9605.56
2024-01-01,CC200,3000,620000,Opex,1926.9
2024-02-01,CC200,3000,620000,Opex,1878.78
2024-03-01,CC200,3000,620000,Opex,1837.88
2024-04-01,CC200,3000,620000,Opex,2443.43
2024-05-01,CC200,3000,620000,Opex,2143.15
2024-06-01,CC200,3000,620000,Opex,2125.65
2024-07-01,CC200,3000,620000,Opex,2100.78
2024-08-01,CC200,3000,620000,Opex,2461.87
2024-09-01,CC200,3000,620000,Opex,2205.97
2024-10-01,CC200,3000,620000,Opex,2760.12
2024-11-01,CC200,3000,620000,Opex,2449.49
2024-12-01,CC200,3000,620000,Opex,1851.45
2024-01-01,CC200,3000,630000,Opex,8722.46
2024-02-01,CC200,3000,630000,Opex,10922.2
2024-03-01,CC200,3000,630000,Opex,9567.25
2024-04-01,CC200,3000,630000,Opex,10583.77
2024-05-01,CC200,3000,630000,Opex,10024.76
2024-06-01,CC200,3000,630000,Opex,10897.31
2024-07-01,CC200,3000,630000,Opex,10599.59
2024-08-01,CC200,3000,630000,Opex,10903.68
2024-09-01,CC200,3000,630000,Opex,12863.41
2024-10-01,CC200,3000,630000,Opex,11845.55
2024-11-01,CC200,3000,630000,Opex,11644.47
2024-12-01,CC200,3000,630000,Opex,10713.39
2024-01-01,CC200,3000,640000,Opex,4375.57
2024-02-01,CC200,3000,640000,Opex,3864.79
2024-03-01,CC200,3000,640000,Opex,4349.53
2024-04-01,CC200,3000,640000,Opex,3586.89
2024-05-01,CC200,3000,640000,Opex,4416.56
2024-06-01,CC200,3000,640000,Opex,5138.41
2024-07-01,CC200,3000,640000,Opex,4325.25
2024-08-01,CC200,3000,640000,Opex,4903.46
2024-09-01,CC200,3000,640000,Opex,5354.56
2024-10-01,CC200,3000,640000,Opex,4338.65
2024-11-01,CC200,3000,640000,Opex,4456.97
2024-12-01,CC200,3000,640000,Opex,4297.67
2024-01-01,CC200,3000,660000,Opex,4114.14
2024-02-01,CC200,3000,660000,Opex,4195.32
2024-03-01,CC200,3000,660000,Opex,4504.91
2024-04-01,CC200,3000,660000,Opex,4551.97
2024-05-01,CC200,3000,660000,Opex,4365.17
2024-06-01,CC200,3000,660000,Opex,4373.87
2024-07-01,CC200,3000,660000,Opex,4408.45
2024-08-01,CC200,3000,660000,Opex,4401.47
2024-09-01,CC200,3000,660000,Opex,4379.01
2024-10-01,CC200,3000,660000,Opex,4900.36
2024-11-01,CC200,3000,660000,Opex,4599.41
2024-12-01,CC200,3000,660000,Opex,4548.5
2024-01-01,CC300,1000,600000,Opex,91241.85
2024-02-01,CC300,1000,600000,Opex,85211.55
2024-03-01,CC300,1000,600000,Opex,87058.49
2024-04-01,CC300,1000,600000,Opex,86310.29
2024-05-01,CC300,1000,600000,Opex,84861.19
2024-06-01,CC300,1000,600000,Opex,85951.93
2024-07-01,CC300,1000,600000,Opex,86487.04
2024-08-01,CC300,1000,600000,Opex,87071.85
2024-09-01,CC300,1000,600000,Opex,87810.71
2024-10-01,CC300,1000,600000,Opex,86978.91
2024-11-01,CC300,1000,600000,Opex,90130.61
2024-12-01,CC300,1000,600000,Opex,88644.38
2024-01-01,CC300,1000,600100,Opex,17770.45
2024-02-01,CC300,1000,600100,Opex,17898.23
2024-03-01,CC300,1000,600100,Opex,18287.25
2024-04-01,CC300,1000,600100,Opex,18070.92
2024-05-01,CC300,1000,600100,Opex,17285.06
2024-06-01,CC300,1000,600100,Opex,17476.66
2024-07-01,CC300,1000,600100,Opex,17940.69
2024-08-01,CC300,1000,600100,Opex,18022.07
2024-09-01,CC300,1000,600100,Opex,17326.55
2024-10-01,CC300,1000,600100,Opex,18464.13
2024-11-01,CC300,1000,600100,Opex,18443.35
2024-12-01,CC300,1000,600100,Opex,17900.04
2024-01-01,CC300,1000,600200,Opex,6830.21
2024-02-01,CC300,1000,600200,Opex,6654.83
2024-03-01,CC300,1000,600200,Opex,6753.81
2024-04-01,CC300,1000,600200,Opex,6789.8
2024-05-01,CC300,1000,600200,Opex,6886.96
2024-06-01,CC300,1000,600200,Opex,6602.64
2024-07-01,CC300,1000,600200,Opex,6726.43
2024-08-01,CC300,1000,600200,Opex,6686.87
2024-09-01,CC300,1000,600200,Opex,6779.22
2024-10-01,CC300,1000,600200,Opex,6760.24
2024-11-01,CC300,1000,600200,Opex,6704.35
2024-12-01,CC300,1000,600200,Opex,6829.74
2024-01-01,CC300,1000,630000,Opex,4435.59
2024-02-01,CC300,1000,630000,Opex,5102.41
2024-03-01,CC300,1000,630000,Opex,4726.68
2024-04-01,CC300,1000,630000,Opex,4235.58
2024-05-01,CC300,1000,630000,Opex,4008.3
2024-06-01,CC300,1000,630000,Opex,4474.87
2024-07-01,CC300,1000,630000,Opex,4665.24
2024-08-01,CC300,1000,630000,Opex,4700.16
2024-09-01,CC300,1000,630000,Opex,4281.19
2024-10-01,CC300,1000,630000,Opex,4718.89
2024-11-01,CC300,1000,630000,Opex,4310.66
2024-12-01,CC300,1000,630000,Opex,4462.49
2024-01-01,CC300,1000,640000,Opex,3929.53
2024-02-01,CC300,1000,640000,Opex,3909.11
2024-03-01,CC300,1000,640000,Opex,3504.07
2024-04-01,CC300,1000,640000,Opex,3135.91
2024-05-01,CC300,1000,640000,Opex,2618.46
2024-06-01,CC300,1000,640000,Opex,3087.22
2024-07-01,CC300,1000,640000,Opex,3751.61
2024-08-01,CC300,1000,640000,Opex,3607.08
2024-09-01,CC300,1000,640000,Opex,2830.78
2024-10-01,CC300,1000,640000,Opex,3089.85
2024-11-01,CC300,1000,640000,Opex,3692.12
2024-12-01,CC300,1000,640000,Opex,3201.3
2024-01-01,CC300,1000,650000,Opex,15518.12
2024-02-01,CC300,1000,650000,Opex,14058.28
2024-03-01,CC300,1000,650000,Opex,17535.52
2024-04-01,CC300,1000,650000,Opex,17246.58
2024-05-01,CC300,1000,650000,Opex,15272.11
2024-06-01,CC300,1000,650000,Opex,14676.88
2024-07-01,CC300,1000,650000,Opex,16767.36
2024-08-01,CC300,1000,650000,Opex,19501.2
2024-09-01,CC300,1000,650000,Opex,16590.67
2024-10-01,CC300,1000,650000,Opex,18316.99
2024-11-01,CC300,1000,650000,Opex,18935.33
2024-12-01,CC300,1000,650000,Opex,17250.85
2024-01-01,CC300,1000,660000,Opex,3233.72
2024-02-01,CC300,1000,660000,Opex,3212.43
2024-03-01,CC300,1000,660000,Opex,3461.7
2024-04-01,CC300,1000,660000,Opex,3357.39
2024-05-01,CC300,1000,660000,Opex,3230.45
2024-06-01,CC300,1000,660000,Opex,3383.85
2024-07-01,CC300,1000,660000,Opex,3511.62
2024-08-01,CC300,1000,660000,Opex,3471.52
2024-09-01,CC300,1000,660000,Opex,3454.33
2024-10-01,CC300,1000,660000,Opex,3266.93
2024-11-01,CC300,1000,660000,Opex,3478.82
2024-12-01,CC300,1000,660000,Opex,3452.73
2024-01-01,CC300,2000,600000,Opex,49296.22
2024-02-01,CC300,2000,600000,Opex,46482.76
2024-03-01,CC300,2000,600000,Opex,49063.76
2024-04-01,CC300,2000,600000,Opex,49027.59
2024-05-01,CC300,2000,600000,Opex,45924.13
2024-06-01,CC300,2000,600000,Opex,45809.9
2024-07-01,CC300,2000,600000,Opex,45982.61
2024-08-01,CC300,2000,600000,Opex,48613.57
2024-09-01,CC300,2000,600000,Opex,47100.38
2024-10-01,CC300,2000,600000,Opex,48699.31
2024-11-01,CC300,2000,600000,Opex,49583.42
2024-12-01,CC300,2000,600000,Opex,49221.21
2024-01-01,CC300,2000,600100,Opex,9896.44
2024-02-01,CC300,2000,600100,Opex,9664.38
2024-03-01,CC300,2000,600100,Opex,9842.28
2024-04-01,CC300,2000,600100,Opex,9933.3
2024-05-01,CC300,2000,600100,Opex,9994.17
2024-06-01,CC300,2000,600100,Opex,9762.89
2024-07-01,CC300,2000,600100,Opex,9224.49
2024-08-01,CC300,2000,600100,Opex,9778.62
2024-09-01,CC300,2000,600100,Opex,9537.15
2024-10-01,CC300,2000,600100,Opex,9722.45
2024-11-01,CC300,2000,600100,Opex,9766.45
2024-12-01,CC300,2000,600100,Opex,9789.94
2024-01-01,CC300,2000,600200,Opex,3618.2
2024-02-01,CC300,2000,600200,Opex,3627.65
2024-03-01,CC300,2000,600200,Opex,3728.54
2024-04-01,CC300,2000,600200,Opex,3657.61
2024-05-01,CC300,2000,600200,Opex,3701.93
2024-06-01,CC300,2000,600200,Opex,3697.65
2024-07-01,CC300,2000,600200,Opex,3713.51
2024-08-01,CC300,2000,600200,Opex,3558.98
2024-09-01,CC300,2000,600200,Opex,3451.75
2024-10-01,CC300,2000,600200,Opex,3640.86
2024-11-01,CC300,2000,600200,Opex,3653.16
2024-12-01,CC300,2000,600200,Opex,3858.98
2024-01-01,CC300,2000,630000,Opex,2676.84
2024-02-01,CC300,2000,630000,Opex,2885.29
2024-03-01,CC300,2000,630000,Opex,2803.9
2024-04-01,CC300,2000,630000,Opex,1756.84
2024-05-01,CC300,2000,630000,Opex,2963.98
2024-06-01,CC300,2000,630000,Opex,2515.37
2024-07-01,CC300,2000,630000,Opex,2375.63
2024-08-01,CC300,2000,630000,Opex,2277.18
2024-09-01,CC300,2000,630000,Opex,2874.1
2024-10-01,CC300,2000,630000,Opex,2550.65
2024-11-01,CC300,2000,630000,Opex,2378.22
2024-12-01,CC300,2000,630000,Opex,2506.77
2024-01-01,CC300,2000,640000,Opex,1943.46
2024-02-01,CC300,2000,640000,Opex,1769.89
2024-03-01,CC300,2000,640000,Opex,1713.87
2024-04-01,CC300,2000,640000,Opex,2054.11
2024-05-01,CC300,2000,640000,Opex,1992.44
2024-06-01,CC300,2000,640000,Opex,2041.76
2024-07-01,CC300,2000,640000,Opex,1609.41
2024-08-01,CC300,2000,640000,Opex,1730.3
2024-09-01,CC300,2000,640000,Opex,2135.24
2024-10-01,CC300,2000,640000,Opex,2213.78
2024-11-01,CC300,2000,640000,Opex,1986.57
2024-12-01,CC300,2000,640000,Opex,2009.44
2024-01-01,CC300,2000,650000,Opex,9726.97
2024-02-01,CC300,2000,650000,Opex,9602.12
2024-03-01,CC300,2000,650000,Opex,9108.54
2024-04-01,CC300,2000,650000,Opex,9923.22
2024-05-01,CC300,2000,650000,Opex,8447.35
2024-06-01,CC300,2000,650000,Opex,7279.73
2024-07-01,CC300,2000,650000,Opex,7867.76
2024-08-01,CC300,2000,650000,Opex,9499.47
2024-09-01,CC300,2000,650000,Opex,9130.11
2024-10-01,CC300,2000,650000,Opex,8299.78
2024-11-01,CC300,2000,650000,Opex,9179.29
2024-12-01,CC300,2000,650000,Opex,9290.18
2024-01-01,CC300,2000,660000,Opex,1686.03
2024-02-01,CC300,2000,660000,Opex,1729.85
2024-03-01,CC300,2000,660000,Opex,2003.73
2024-04-01,CC300,2000,660000,Opex,1682.2
2024-05-01,CC300,2000,660000,Opex,1784.86
2024-06-01,CC300,2000,660000,Opex,1708.52
2024-07-01,CC300,2000,660000,Opex,1658.47
2024-08-01,CC300,2000,660000,Opex,1880.43
2024-09-01,CC300,2000,660000,Opex,1789.22
2024-10-01,CC300,2000,660000,Opex,1737.29
2024-11-01,CC300,2000,660000,Opex,1690.77
2024-12-01,CC300,2000,660000,Opex,1898.42
2024-01-01,CC300,3000,600000,Opex,23028.76
2024-02-01,CC300,3000,600000,Opex,22776.84
2024-03-01,CC300,3000,600000,Opex,23458.54
2024-04-01,CC300,3000,600000,Opex,23361.22
2024-05-01,CC300,3000,600000,Opex,22407.17
2024-06-01,CC300,3000,600000,Opex,24431.42
2024-07-01,CC300,3000,600000,Opex,23951.6
2024-08-01,CC300,3000,600000,Opex,24337.57
2024-09-01,CC300,3000,600000,Opex,23517.1
2024-10-01,CC300,3000,600000,Opex,23869.75
2024-11-01,CC300,3000,600000,Opex,23408.68
2024-12-01,CC300,3000,600000,Opex,24423.88
2024-01-01,CC300,3000,600100,Opex,4769.83
2024-02-01,CC300,3000,600100,Opex,4734.48
2024-03-01,CC300,3000,600100,Opex,4678.07
2024-04-01,CC300,3000,600100,Opex,4718.95
2024-05-01,CC300,3000,600100,Opex,5059.88
2024-06-01,CC300,3000,600100,Opex,4889.99
2024-07-01,CC300,3000,600100,Opex,4934.31
2024-08-01,CC300,3000,600100,Opex,4873.74
2024-09-01,CC300,3000,600100,Opex,4928.6
2024-10-01,CC300,3000,600100,Opex,5032.22
2024-11-01,CC300,3000,600100,Opex,4800.39
2024-12-01,CC300,3000,600100,Opex,4944.54
2024-01-01,CC300,3000,600200,Opex,1794.91
2024-02-01,CC300,3000,600200,Opex,1800.57
2024-03-01,CC300,3000,600200,Opex,1810.58
2024-04-01,CC300,3000,600200,Opex,1763.27
2024-05-01,CC300,3000,600200,Opex,1763.9
2024-06-01,CC300,3000,600200,Opex,1792.86
2024-07-01,CC300,3000,600200,Opex,1801.67
2024-08-01,CC300,3000,600200,Opex,1838.16
2024-09-01,CC300,3000,600200,Opex,1794.5
2024-10-01,CC300,3000,600200,Opex,1832.32
2024-11-01,CC300,3000,600200,Opex,1874.4
2024-12-01,CC300,3000,600200,Opex,1821.03
2024-01-01,CC300,3000,630000,Opex,1219.68
2024-02-01,CC300,3000,630000,Opex,1139.0
2024-03-01,CC300,3000,630000,Opex,1305.18
2024-04-01,CC300,3000,630000,Opex,1150.31
2024-05-01,CC300,3000,630000,Opex,1333.23
2024-06-01,CC300,3000,630000,Opex,1280.02
2024-07-01,CC300,3000,630000,Opex,1148.75
2024-08-01,CC300,3000,630000,Opex,1247.24
2024-09-01,CC300,3000,630000,Opex,1314.22
2024-10-01,CC300,3000,630000,Opex,1093.51
2024-11-01,CC300,3000,630000,Opex,1213.47
2024-12-01,CC300,3000,630000,Opex,1088.51
2024-01-01,CC300,3000,640000,Opex,778.77
2024-02-01,CC300,3000,640000,Opex,921.05
2024-03-01,CC300,3000,640000,Opex,844.04
2024-04-01,CC300,3000,640000,Opex,936.44
2024-05-01,CC300,3000,640000,Opex,1128.49
2024-06-01,CC300,3000,640000,Opex,916.16
2024-07-01,CC300,3000,640000,Opex,947.05
2024-08-01,CC300,3000,640000,Opex,1151.08
2024-09-01,CC300,3000,640000,Opex,1027.86
2024-10-01,CC300,3000,640000,Opex,956.93
2024-11-01,CC300,3000,640000,Opex,904.19
2024-12-01,CC300,3000,640000,Opex,931.81
2024-01-01,CC300,3000,650000,Opex,4772.88
2024-02-01,CC300,3000,650000,Opex,5312.77
2024-03-01,CC300,3000,650000,Opex,4207.4
2024-04-01,CC300,3000,650000,Opex,5050.67
2024-05-01,CC300,3000,650000,Opex,3789.49
2024-06-01,CC300,3000,650000,Opex,4520.92
2024-07-01,CC300,3000,650000,Opex,3376.06
2024-08-01,CC300,3000,650000,Opex,5344.62
2024-09-01,CC300,3000,650000,Opex,4715.8
2024-10-01,CC300,3000,650000,Opex,4795.67
2024-11-01,CC300,3000,650000,Opex,5385.21
2024-12-01,CC300,3000,650000,Opex,4775.65
2024-01-01,CC300,3000,660000,Opex,915.88
2024-02-01,CC300,3000,660000,Opex,900.14
2024-03-01,CC300,3000,660000,Opex,882.83
2024-04-01,CC300,3000,660000,Opex,902.95
2024-05-01,CC300,3000,660000,Opex,969.95
2024-06-01,CC300,3000,660000,Opex,933.75
2024-07-01,CC300,3000,660000,Opex,843.96
2024-08-01,CC300,3000,660000,Opex,939.27
2024-09-01,CC300,3000,660000,Opex,910.95
2024-10-01,CC300,3000,660000,Opex,909.03
2024-11-01,CC300,3000,660000,Opex,922.94
2024-12-01,CC300,3000,660000,Opex,920.27
2024-01-01,CC400,1000,600000,Opex,114327.53
2024-02-01,CC400,1000,600000,Opex,118299.92
2024-03-01,CC400,1000,600000,Opex,112197.84
2024-04-01,CC400,1000,600000,Opex,118781.55
2024-05-01,CC400,1000,600000,Opex,120851.19
2024-06-01,CC400,1000,600000,Opex,118346.99
2024-07-01,CC400,1000,600000,Opex,122080.39
2024-08-01,CC400,1000,600000,Opex,119147.9
2024-09-01,CC400,1000,600000,Opex,124856.0
2024-10-01,CC400,1000,600000,Opex,129752.28
2024-11-01,CC400,1000,600000,Opex,131313.04
2024-12-01,CC400,1000,600000,Opex,130474.24
2024-01-01,CC400,1000,600100,Opex,23428.26
2024-02-01,CC400,1000,600100,Opex,24901.2
2024-03-01,CC400,1000,600100,Opex,23702.48
2024-04-01,CC400,1000,600100,Opex,24172.26
2024-05-01,CC400,1000,600100,Opex,24805.11
2024-06-01,CC400,1000,600100,Opex,24815.47
2024-07-01,CC400,1000,600100,Opex,24942.99
2024-08-01,CC400,1000,600100,Opex,25714.38
2024-09-01,CC400,1000,600100,Opex,25264.67
2024-10-01,CC400,1000,600100,Opex,26721.12
2024-11-01,CC400,1000,600100,Opex,25836.06
2024-12-01,CC400,1000,600100,Opex,26806.72
2024-01-01,CC400,1000,600200,Opex,8876.13
2024-02-01,CC400,1000,600200,Opex,8794.36
2024-03-01,CC400,1000,600200,Opex,8534.74
2024-04-01,CC400,1000,600200,Opex,8818.45
2024-05-01,CC400,1000,600200,Opex,9349.47
2024-06-01,CC400,1000,600200,Opex,9012.16
2024-07-01,CC400,1000,600200,Opex,9464.89
2024-08-01,CC400,1000,600200,Opex,9572.18
2024-09-01,CC400,1000,600200,Opex,9484.11
2024-10-01,CC400,1000,600200,Opex,10294.91
2024-11-01,CC400,1000,600200,Opex,9918.67
2024-12-01,CC400,1000,600200,Opex,9699.11
2024-01-01,CC400,1000,620000,Opex,3029.09
2024-02-01,CC400,1000,620000,Opex,3272.28
2024-03-01,CC400,1000,620000,Opex,3217.21
2024-04-01,CC400,1000,620000,Opex,2867.94
2024-05-01,CC400,1000,620000,Opex,3150.36
2024-06-01,CC400,1000,620000,Opex,2812.03
2024-07-01,CC400,1000,620000,Opex,2815.35
2024-08-01,CC400,1000,620000,Opex,3379.75
2024-09-01,CC400,1000,620000,Opex,3332.63
2024-10-01,CC400,1000,620000,Opex,3368.96
2024-11-01,CC400,1000,620000,Opex,3455.42
2024-12-01,CC400,1000,620000,Opex,3390.67
2024-01-01,CC400,1000,630000,Opex,7844.05
2024-02-01,CC400,1000,630000,Opex,7044.73
2024-03-01,CC400,1000,630000,Opex,6290.73
2024-04-01,CC400,1000,630000,Opex,8293.66
2024-05-01,CC400,1000,630000,Opex,8241.84
2024-06-01,CC400,1000,630000,Opex,7642.69
2024-07-01,CC400,1000,630000,Opex,7890.31
2024-08-01,CC400,1000,630000,Opex,8937.5
2024-09-01,CC400,1000,630000,Opex,7854.32
2024-10-01,CC400,1000,630000,Opex,8629.44
2024-11-01,CC400,1000,630000,Opex,9028.57
2024-12-01,CC400,1000,630000,Opex,7937.83
2024-01-01,CC400,1000,640000,Opex,4313.68
2024-02-01,CC400,1000,640000,Opex,4747.42
2024-03-01,CC400,1000,640000,Opex,4837.2
2024-04-01,CC400,1000,640000,Opex,3820.94
2024-05-01,CC400,1000,640000,Opex,4644.17
2024-06-01,CC400,1000,640000,Opex,4296.12
2024-07-01,CC400,1000,640000,Opex,5238.03
2024-08-01,CC400,1000,640000,Opex,4684.12
2024-09-01,CC400,1000,640000,Opex,5262.31
2024-10-01,CC400,1000,640000,Opex,4989.12
2024-11-01,CC400,1000,640000,Opex,5029.38
2024-12-01,CC400,1000,640000,Opex,5119.77
2024-01-01,CC400,2000,600000,Opex,59493.09
2024-02-01,CC400,2000,600000,Opex,65577.89
2024-03-01,CC400,2000,600000,Opex,63928.37
2024-04-01,CC400,2000,600000,Opex,63769.52
2024-05-01,CC400,2000,600000,Opex,65173.46
2024-06-01,CC400,2000,600000,Opex,67830.11
2024-07-01,CC400,2000,600000,Opex,66135.64
2024-08-01,CC400,2000,600000,Opex,65642.31
2024-09-01,CC400,2000,600000,Opex,67141.42
2024-10-01,CC400,2000,600000,Opex,68700.07
2024-11-01,CC400,2000,600000,Opex,71547.96
2024-12-01,CC400,2000,600000,Opex,69640.7
2024-01-01,CC400,2000,600100,Opex,12731.51
2024-02-01,CC400,2000,600100,Opex,13124.24
2024-03-01,CC400,2000,600100,Opex,12751.4
2024-04-01,CC400,2000,600100,Opex,13589.91
2024-05-01,CC400,2000,600100,Opex,13183.82
2024-06-01,CC400,2000,600100,Opex,13874.55
2024-07-01,CC400,2000,600100,Opex,13602.0
2024-08-01,CC400,2000,600100,Opex,13745.36
2024-09-01,CC400,2000,600100,Opex,14415.32
2024-10-01,CC400,2000,600100,Opex,14288.65
2024-11-01,CC400,2000,600100,Opex,13610.53
2024-12-01,CC400,2000,600100,Opex,14954.25
2024-01-01,CC400,2000,600200,Opex,4753.3
2024-02-01,CC400,2000,600200,Opex,4829.82
2024-03-01,CC400,2000,600200,Opex,4871.42
2024-04-01,CC400,2000,600200,Opex,5031.84
2024-05-01,CC400,2000,600200,Opex,4991.45
2024-06-01,CC400,2000,600200,Opex,5153.85
2024-07-01,CC400,2000,600200,Opex,5008.28
2024-08-01,CC400,2000,600200,Opex,5088.11
2024-09-01,CC400,2000,600200,Opex,5220.58
2024-10-01,CC400,2000,600200,Opex,5290.77
2024-11-01,CC400,2000,600200,Opex,5468.82
2024-12-01,CC400,2000,600200,Opex,5374.64
2024-01-01,CC400,2000,620000,Opex,1376.43
2024-02-01,CC400,2000,620000,Opex,1801.38
2024-03-01,CC400,2000,620000,Opex,1437.09
2024-04-01,CC400,2000,620000,Opex,1591.64
2024-05-01,CC400,2000,620000,Opex,1656.76
2024-06-01,CC400,2000,620000,Opex,1643.57
2024-07-01,CC400,2000,620000,Opex,1550.66
2024-08-01,CC400,2000,620000,Opex,1826.94
2024-09-01,CC400,2000,620000,Opex,1618.94
2024-10-01,CC400,2000,620000,Opex,2007.83
2024-11-01,CC400,2000,620000,Opex,1469.31
2024-12-01,CC400,2000,620000,Opex,1901.02
2024-01-01,CC400,2000,630000,Opex,4051.83
2024-02-01,CC400,2000,630000,Opex,4293.44
2024-03-01,CC400,2000,630000,Opex,4061.93
2024-04-01,CC400,2000,630000,Opex,3979.34
2024-05-01,CC400,2000,630000,Opex,3474.85
2024-06-01,CC400,2000,630000,Opex,3779.69
2024-07-01,CC400,2000,630000,Opex,4064.42
2024-08-01,CC400,2000,630000,Opex,4063.05
2024-09-01,CC400,2000,630000,Opex,4364.85
2024-10-01,CC400,2000,630000,Opex,4509.89
2024-11-01,CC400,2000,630000,Opex,4202.29
2024-12-01,CC400,2000,630000,Opex,4999.69
2024-01-01,CC400,2000,640000,Opex,2110.95
2024-02-01,CC400,2000,640000,Opex,2631.97
2024-03-01,CC400,2000,640000,Opex,2804.57
2024-04-01,CC400,2000,640000,Opex,2394.29
2024-05-01,CC400,2000,640000,Opex,2261.7
2024-06-01,CC400,2000,640000,Opex,2854.75
2024-07-01,CC400,2000,640000,Opex,2507.64
2024-08-01,CC400,2000,640000,Opex,3020.26
2024-09-01,CC400,2000,640000,Opex,1988.27
2024-10-01,CC400,2000,640000,Opex,2393.25
2024-11-01,CC400,2000,640000,Opex,2835.74
2024-12-01,CC400,2000,640000,Opex,2557.97
2024-01-01,CC400,3000,600000,Opex,31019.06
2024-02-01,CC400,3000,600000,Opex,31547.52
2024-03-01,CC400,3000,600000,Opex,32648.8
2024-04-01,CC400,3000,600000,Opex,33495.89
2024-05-01,CC400,3000,600000,Opex,31522.99
2024-06-01,CC400,3000,600000,Opex,33190.65
2024-07-01,CC400,3000,600000,Opex,34308.64
2024-08-01,CC400,3000,600000,Opex,34309.5
2024-09-01,CC400,3000,600000,Opex,34722.03
2024-10-01,CC400,3000,600000,Opex,35789.76
2024-11-01,CC400,3000,600000,Opex,36035.35
2024-12-01,CC400,3000,600000,Opex,37226.96
2024-01-01,CC400,3000,600100,Opex,6226.7
2024-02-01,CC400,3000,600100,Opex,6542.96
2024-03-01,CC400,3000,600100,Opex,6552.61
2024-04-01,CC400,3000,600100,Opex,6647.34
2024-05-01,CC400,3000,600100,Opex,6635.99
2024-06-01,CC400,3000,600100,Opex,7104.02
2024-07-01,CC400,3000,600100,Opex,6618.01
2024-08-01,CC400,3000,600100,Opex,6815.71
2024-09-01,CC400,3000,600100,Opex,7101.86
2024-10-01,CC400,3000,600100,Opex,7366.93
2024-11-01,CC400,3000,600100,Opex,7174.44
2024-12-01,CC400,3000,600100,Opex,7198.41
2024-01-01,CC400,3000,600200,Opex,2368.72
